Rank,Release Group,Worldwide,Domestic,Domestic %,Foreign,Foreign %,Year
2223,Morning Glory,"$60,040,976","$31,011,732",51.65%,"$29,029,244",48.35,2010
2224,Forever Young,"$59,981,902","$149,761",0.25%,"$59,832,141",99.75,2015
2225,Son of the Mask,"$59,981,548","$17,018,422",28.37%,"$42,963,126",71.63,2005
2226,Keeping the Faith,"$59,945,183","$37,047,880",61.8%,"$22,897,303",38.2,2000
2227,Adrift,"$59,945,012","$31,445,012",52.46%,"$28,500,000",47.54,2018
2229,Next Friday,"$59,827,328","$57,328,603",95.82%,"$2,498,725",4.18,2000
2230,Good Luck Chuck,"$59,768,495","$35,017,297",58.59%,"$24,751,198",41.41,2007
2231,Predator,"$59,742,555","$59,735,548",99.99%,"$7,007",0.01,1987
2232,Quartet,"$59,520,298","$18,390,117",30.9%,"$41,130,181",69.1,2012
2235,The Flintstones in Viva Rock Vegas,"$59,468,275","$35,268,275",59.31%,"$24,200,000",40.69,2000
2236,Rock of Ages,"$59,418,613","$38,518,613",64.83%,"$20,900,000",35.17,2012
2237,Miss Granny,"$59,396,311","$234,573",0.39%,"$59,161,738",99.61,2015
2238,One Day,"$59,389,433","$13,843,771",23.31%,"$45,545,662",76.69,2011
2239,Molly's Game,"$59,284,015","$28,780,744",48.55%,"$30,503,271",51.45,2017
2240,Jeepers Creepers,"$59,217,789","$37,904,175",64.01%,"$21,313,614",35.99,2001
2241,The Devotion of Suspect X,"$59,035,664","$686,435",1.16%,"$58,349,229",98.84,2017
2243,The Gift,"$58,978,653","$43,787,265",74.24%,"$15,191,388",25.76,2015
2245,The Story of Us,"$58,900,031","$27,100,031",46.01%,"$31,800,000",53.99,1999
2247,Under the Tuscan Sun,"$58,878,723","$43,610,723",74.07%,"$15,268,000",25.93,2003
2249,A Walk Among the Tombstones,"$58,834,384","$26,307,600",44.71%,"$32,526,784",55.29,2014
2250,Agent Cody Banks,"$58,795,814","$47,938,330",81.53%,"$10,857,484",18.47,2003
2255,Invincible,"$58,480,828","$57,806,952",98.85%,"$673,876",1.15,2006
2256,Monster,"$58,469,210","$34,469,210",58.95%,"$24,000,000",41.05,2003
2257,Death Becomes Her,"$58,423,992","$58,422,650",100.0%,"$1,342",0.0,1992
2259,Are We Done Yet?,"$58,388,068","$49,662,533",85.06%,"$8,725,535",14.94,2007
2260,The Tree of Life,"$58,386,787","$13,303,319",22.78%,"$45,083,468",77.22,2011
2261,Beginning of the Great Revival,"$58,309,289","$151,000",0.26%,"$58,158,289",99.74,2011
2262,Little Nicky,"$58,292,295","$39,464,775",67.7%,"$18,827,520",32.3,2000
2263,Must Love Dogs,"$58,231,520","$43,894,863",75.38%,"$14,336,657",24.62,2005
2264,Chongqing Hot Pot,"$58,106,427","$779,818",1.34%,"$57,326,609",98.66,2016
2265,L.O.R.D: Legend of Ravaging Dynasties,"$58,089,494","$350,456",0.6%,"$57,739,038",99.4,2016
2266,Doom,"$58,072,119","$28,212,337",48.58%,"$29,859,782",51.42,2005
2268,The Eye,"$58,010,320","$31,418,697",54.16%,"$26,591,623",45.84,2008
2269,Bowling for Columbine,"$58,008,423","$21,576,018",37.19%,"$36,432,405",62.81,2002
2270,Sky Captain and the World of Tomorrow,"$57,947,036","$37,762,677",65.17%,"$20,184,359",34.83,2004
2272,Aliens in the Attic,"$57,881,056","$25,200,412",43.54%,"$32,680,644",56.46,2009
2273,Snitch,"$57,824,674","$42,930,462",74.24%,"$14,894,212",25.76,2013
2274,Dolphin Tale 2,"$57,824,533","$42,024,533",72.68%,"$15,800,000",27.32,2014
2275,Nine Lives,"$57,814,445","$19,700,032",34.07%,"$38,114,413",65.93,2016
2276,Heartbreakers,"$57,756,408","$40,336,607",69.84%,"$17,419,801",30.16,2001
2277,That's My Boy,"$57,719,093","$36,931,089",63.98%,"$20,788,004",36.02,2012
2278,Cellular,"$57,678,321","$32,003,620",55.49%,"$25,674,701",44.51,2004
2279,The Motorcycle Diaries,"$57,663,224","$16,781,387",29.1%,"$40,881,837",70.9,2004
2280,Goldbuster,"$57,628,292","$186,135",0.32%,"$57,442,157",99.68,2017
2281,Ready or Not,"$57,615,777","$28,714,231",49.84%,"$28,901,546",50.16,2019
2282,Drumline,"$57,588,485","$56,399,184",97.93%,"$1,189,301",2.07,2002
2283,Boyz n the Hood,"$57,504,719","$57,504,069",100.0%,$650,0.0,1991
2284,Derailed,"$57,479,076","$36,024,076",62.67%,"$21,455,000",37.33,2005
2285,The Mist,"$57,470,220","$25,594,957",44.54%,"$31,875,263",55.46,2007
2290,The Blues Brothers,"$57,239,530","$57,229,890",99.98%,"$9,640",0.02,1980
2291,Smokin' Aces,"$57,232,879","$35,787,686",62.53%,"$21,445,193",37.47,2007
2292,Walking Tall,"$57,223,890","$46,437,717",81.15%,"$10,786,173",18.85,2004
2293,Prom Night,"$57,197,876","$43,869,350",76.7%,"$13,328,526",23.3,2008
2294,She's the Man,"$57,194,667","$33,741,133",58.99%,"$23,453,534",41.01,2006
2295,The 15:17 to Paris,"$57,176,286","$36,276,286",63.45%,"$20,900,000",36.55,2018
2298,Killer Elite,"$57,084,522","$25,124,966",44.01%,"$31,959,556",55.99,2011
2299,The Descent,"$57,051,053","$26,024,456",45.62%,"$31,026,597",54.38,2005
2301,All the Money in the World,"$56,996,304","$25,113,707",44.06%,"$31,882,597",55.94,2017
2302,Elektra,"$56,995,646","$24,409,722",42.83%,"$32,585,924",57.17,2005
2303,Lake Placid,"$56,870,414","$31,770,414",55.86%,"$25,100,000",44.14,1999
2304,Zoolander 2,"$56,722,693","$28,848,693",50.86%,"$27,874,000",49.14,2016
2305,Murder by Numbers,"$56,714,147","$31,945,749",56.33%,"$24,768,398",43.67,2002
2307,Into the Wild,"$56,674,477","$18,354,356",32.39%,"$38,320,121",67.61,2007
2308,Clueless,"$56,666,446","$56,631,572",99.94%,"$34,874",0.06,1995
2311,Cradle 2 the Grave,"$56,489,558","$34,712,347",61.45%,"$21,777,211",38.55,2003
2312,The Big Sick,"$56,411,585","$42,873,127",76.0%,"$13,538,458",24.0,2017
2313,Edward Scissorhands,"$56,363,185","$56,362,352",100.0%,$833,0.0,1990
2314,15 Minutes,"$56,359,980","$24,403,552",43.3%,"$31,956,428",56.7,2001
2316,Lucky Number Slevin,"$56,308,881","$22,495,466",39.95%,"$33,813,415",60.05,2006
2317,Frida,"$56,298,474","$25,885,000",45.98%,"$30,413,474",54.02,2002
2319,Eastern Promises,"$56,106,607","$17,266,000",30.77%,"$38,840,607",69.23,2007
2320,Kicking & Screaming,"$56,070,433","$52,842,724",94.24%,"$3,227,709",5.76,2005
2321,Remember Me,"$56,032,889","$19,068,240",34.03%,"$36,964,649",65.97,2010
2322,The Odd Life of Timothy Green,"$56,012,642","$51,854,875",92.58%,"$4,157,767",7.42,2012
2323,"Definitely, Maybe","$55,990,299","$32,241,649",57.58%,"$23,748,650",42.42,2008
2324,Confidential Assignment,"$55,972,241","$475,618",0.85%,"$55,496,623",99.15,2017
2325,Under the Sea 3D,"$55,902,624","$36,262,926",64.87%,"$19,639,698",35.13,2009
2326,Why Did I Get Married?,"$55,862,886","$55,204,525",98.82%,"$658,361",1.18,2007
2327,Dragonball Evolution,"$55,720,772","$9,362,785",16.8%,"$46,357,987",83.2,2009
2328,Pay It Forward,"$55,707,411","$33,519,628",60.17%,"$22,187,783",39.83,2000
2329,All Eyez on Me,"$55,668,698","$44,922,302",80.7%,"$10,746,396",19.3,2017
2330,Barbershop: The Next Cut,"$55,630,051","$54,030,051",97.12%,"$1,600,000",2.88,2016
2331,Cop Out,"$55,611,001","$44,875,481",80.7%,"$10,735,520",19.3,2010
2333,The Lizzie McGuire Movie,"$55,534,455","$42,734,455",76.95%,"$12,800,000",23.05,2003
2334,Out of Time,"$55,495,563","$41,088,845",74.04%,"$14,406,718",25.96,2003
2335,Great Expectations,"$55,494,066","$26,420,672",47.61%,"$29,073,394",52.39,1998
2337,Spanglish,"$55,470,154","$42,726,869",77.03%,"$12,743,285",22.97,2004
2338,Never Say Never Again,"$55,433,185","$55,432,841",100.0%,$344,0.0,1983
2339,Lawless,"$55,404,159","$37,400,127",67.5%,"$18,004,032",32.5,2012
2341,Silent Hill: Revelation,"$55,362,705","$17,529,157",31.66%,"$37,833,548",68.34,2011
2342,Waking Ned Devine,"$55,257,450","$24,792,251",44.87%,"$30,465,199",55.13,1998
2343,Rugrats Go Wild,"$55,250,496","$39,402,572",71.32%,"$15,847,924",28.68,2003
2344,Extremely Loud & Incredibly Close,"$55,247,881","$31,847,881",57.65%,"$23,400,000",42.35,2011
2345,Dallas Buyers Club,"$55,198,285","$27,298,285",49.45%,"$27,900,000",50.55,2013
2346,The Ant Bully,"$55,181,129","$28,142,535",51.0%,"$27,038,594",49.0,2006
2347,The Mothman Prophecies,"$55,157,539","$35,746,370",64.81%,"$19,411,169",35.19,2002
2348,End of Watch,"$55,078,146","$41,003,371",74.45%,"$14,074,775",25.55,2012
2350,We Own the Night,"$55,033,767","$28,563,179",51.9%,"$26,470,588",48.1,2007
2351,The Messengers,"$55,010,659","$35,374,833",64.31%,"$19,635,826",35.69,2007
2352,Downsizing,"$55,003,890","$24,449,754",44.45%,"$30,554,136",55.55,2017
2353,Analyze That,"$55,003,135","$32,130,627",58.42%,"$22,872,508",41.58,2002
2356,St. Vincent,"$54,837,234","$44,137,712",80.49%,"$10,699,522",19.51,2014
2358,The Three Stooges,"$54,819,301","$44,338,224",80.88%,"$10,481,077",19.12,2012
2359,Starship Troopers,"$54,815,970","$54,814,377",100.0%,"$1,593",0.0,1997
2360,For Your Eyes Only,"$54,812,948","$54,812,802",100.0%,$146,0.0,1981
2361,The Crazies,"$54,806,823","$39,123,589",71.38%,"$15,683,234",28.62,2010
2363,Driven,"$54,744,738","$32,720,065",59.77%,"$22,024,673",40.23,2001
2364,The Punisher,"$54,700,105","$33,810,189",61.81%,"$20,889,916",38.19,2004
2365,Open Water,"$54,683,487","$30,610,863",55.98%,"$24,072,624",44.02,2004
2367,"Good Night, and Good Luck.","$54,641,191","$31,558,003",57.75%,"$23,083,188",42.25,2005
2368,The Hot Chick,"$54,639,553","$35,081,594",64.21%,"$19,557,959",35.79,2002
2369,Early Man,"$54,622,814","$8,267,544",15.14%,"$46,355,270",84.86,2018
2370,Milk,"$54,589,558","$31,841,299",58.33%,"$22,748,259",41.67,2008
2371,The Age of Shadows,"$54,491,162","$541,719",0.99%,"$53,949,443",99.01,2016
2372,No Escape,"$54,418,872","$27,288,872",50.15%,"$27,130,000",49.85,2015
2373,No Good Deed,"$54,323,210","$52,543,632",96.72%,"$1,779,578",3.28,2014
2374,Varsity Blues,"$54,294,169","$52,894,169",97.42%,"$1,400,000",2.58,1999
2375,Mickey Blue Eyes,"$54,264,342","$33,864,342",62.41%,"$20,400,000",37.59,1999
2376,Domestic Disturbance,"$54,249,294","$45,246,095",83.4%,"$9,003,199",16.6,2001
2379,The Five-Year Engagement,"$54,169,363","$28,835,528",53.23%,"$25,333,835",46.77,2012
2380,Madea's Big Happy Family,"$54,161,287","$53,345,287",98.49%,"$816,000",1.51,2011
2381,Nine,"$54,004,950","$19,676,965",36.44%,"$34,327,985",63.56,2009
2383,"I, Tonya","$53,939,297","$30,014,539",55.65%,"$23,924,758",44.35,2017
2384,Peppermint,"$53,918,723","$35,418,723",65.69%,"$18,500,000",34.31,2018
2385,Austin Powers: International Man of Mystery,"$53,884,336","$53,883,989",100.0%,$347,0.0,1997
2386,Long Shot,"$53,873,809","$30,316,271",56.27%,"$23,557,538",43.73,2019
2389,Sabrina,"$53,696,278","$53,672,080",99.95%,"$24,198",0.05,1995
2390,Stranger Than Fiction,"$53,653,224","$40,660,952",75.78%,"$12,992,272",24.22,2006
2392,10 Things I Hate About You,"$53,478,166","$38,178,166",71.39%,"$15,300,000",28.61,1999
2395,Bounce,"$53,425,292","$36,805,288",68.89%,"$16,620,004",31.11,2000
2396,A Madea Christmas,"$53,396,635","$52,543,354",98.4%,"$853,281",1.6,2013
2397,Sinister 2,"$53,329,150","$27,740,955",52.02%,"$25,588,195",47.98,2015
2398,Æon Flux,"$53,321,673","$25,874,337",48.52%,"$27,447,336",51.48,2005
2399,Little White Lies,"$53,319,615","$206,088",0.39%,"$53,113,527",99.61,2010
2401,Radio,"$53,293,628","$52,333,738",98.2%,"$959,890",1.8,2003
2403,3 Days to Kill,"$53,260,230","$30,697,999",57.64%,"$22,562,231",42.36,2014
2405,Pitch Black,"$53,187,659","$39,240,659",73.78%,"$13,947,000",26.22,2000
2406,Temptation: Confessions of a Marriage Counselor,"$53,143,144","$51,975,354",97.8%,"$1,167,790",2.2,2013
2407,Delivery Man,"$53,120,346","$30,664,106",57.73%,"$22,456,240",42.27,2013
2408,Big Fat Liar,"$52,970,014","$48,360,547",91.3%,"$4,609,467",8.7,2002
2409,Untraceable,"$52,933,513","$28,687,835",54.2%,"$24,245,678",45.8,2008
2412,Pooh's Heffalump Movie,"$52,858,433","$18,098,433",34.24%,"$34,760,000",65.76,2005
2413,From Paris with Love,"$52,830,951","$24,077,427",45.57%,"$28,753,524",54.43,2010
2414,Gandhi,"$52,768,419","$52,767,889",100.0%,$530,0.0,1982
2415,Prem Ratan Dhan Payo,"$52,715,771","$4,364,639",8.28%,"$48,351,132",91.72,2015
2417,Wild,"$52,501,541","$37,880,356",72.15%,"$14,621,185",27.85,2014
2418,Tunnel,"$52,444,295","$568,876",1.08%,"$51,875,419",98.92,2016
2419,The Boy Next Door,"$52,425,855","$35,423,380",67.57%,"$17,002,475",32.43,2015
2420,The Night Before,"$52,395,996","$43,047,372",82.16%,"$9,348,624",17.84,2015
2421,Teen Titans GO! To the Movies,"$52,390,236","$29,790,236",56.86%,"$22,600,000",43.14,2018
2422,Dragonfly,"$52,323,400","$30,323,400",57.95%,"$22,000,000",42.05,2002
2423,Stand by Me,"$52,300,700","$52,287,414",99.97%,"$13,286",0.03,1986
2425,One Hour Photo,"$52,223,306","$31,597,131",60.5%,"$20,626,175",39.5,2002
2427,Patriots Day,"$52,185,751","$31,886,361",61.1%,"$20,299,390",38.9,2016
2428,Elizabethtown,"$52,164,016","$26,850,426",51.47%,"$25,313,590",48.53,2005
2430,The Finest Hours,"$52,099,090","$27,569,558",52.92%,"$24,529,532",47.08,2016
2432,Primary Colors,"$52,090,187","$39,001,187",74.87%,"$13,089,000",25.13,1998
2433,Detective Dee: The Mystery of the Phantom Flame,"$51,899,269","$459,836",0.89%,"$51,439,433",99.11,2010
2434,Hanging Up,"$51,880,044","$36,050,230",69.49%,"$15,829,814",30.51,2000
2435,Blue Crush,"$51,843,679","$40,390,647",77.91%,"$11,453,032",22.09,2002
2436,"Yo-kai Watch Movie: It's the Secret of Birth, Meow!","$51,838,845","$257,343",0.5%,"$51,581,502",99.5,2015
2437,Enough,"$51,806,184","$40,007,742",77.23%,"$11,798,442",22.77,2002
2438,The Texas Chainsaw Massacre: The Beginning,"$51,764,406","$39,517,763",76.34%,"$12,246,643",23.66,2006
2439,Slender Man,"$51,738,549","$30,569,484",59.08%,"$21,169,065",40.92,2018
2442,Doubt,"$51,699,984","$33,446,470",64.69%,"$18,253,514",35.31,2008
2443,Hot Pursuit,"$51,680,201","$34,580,201",66.91%,"$17,100,000",33.09,2015
2444,Master,"$51,636,415","$597,251",1.16%,"$51,039,164",98.84,2016
2445,Amadeus,"$51,570,483","$51,564,280",99.99%,"$6,203",0.01,1984
2446,College Road Trip,"$51,549,674","$45,610,425",88.48%,"$5,939,249",11.52,2008
2448,Daybreakers,"$51,416,464","$30,101,577",58.54%,"$21,314,887",41.46,2010
2449,Breaking In,"$51,411,620","$46,840,590",91.11%,"$4,571,030",8.89,2018
2450,I Spy,"$51,386,477","$33,561,137",65.31%,"$17,825,340",34.69,2002
2452,Once Upon a Deadpool 2018 Re-release,"$51,349,833","$6,100,309",11.88%,"$45,249,524",88.12,2018
2453,Meet Dave,"$51,339,567","$11,803,254",22.99%,"$39,536,313",77.01,2008
2454,Simmba,"$51,329,025","$5,102,129",9.94%,"$46,226,896",90.06,2018
2456,Defiance,"$51,262,751","$28,644,813",55.88%,"$22,617,938",44.12,2008
2457,Broadcast News,"$51,249,461","$51,249,404",100.0%,$57,0.0,1987
2458,The Living Daylights,"$51,186,196","$51,185,897",100.0%,$299,0.0,1987
2459,The 100 Year-Old Man Who Climbed Out the Window and Disappeared,"$51,167,572","$944,193",1.85%,"$50,223,379",98.15,2013
2460,Hollywood Homicide,"$51,142,659","$30,940,691",60.5%,"$20,201,968",39.5,2003
2463,Magic in the Moonlight,"$51,029,361","$10,539,326",20.65%,"$40,490,035",79.35,2014
2464,Talk to Her 2002 Re-release,"$51,001,550","$9,285,469",18.21%,"$41,716,081",81.79,2002
2465,Red Dawn,"$50,950,296","$44,806,783",87.94%,"$6,143,513",12.06,2012
2466,Just Friends,"$50,912,434","$32,619,671",64.07%,"$18,292,763",35.93,2005
2467,Just Mercy,"$50,901,502","$36,001,502",70.73%,"$14,900,000",29.27,2019
2469,Unleashed,"$50,871,113","$24,537,621",48.23%,"$26,333,492",51.77,2005
2470,Vanguard,"$50,866,901","$793,525",1.56%,"$50,073,376",98.44,2020
2472,Team America: World Police,"$50,826,898","$32,786,074",64.51%,"$18,040,824",35.49,2004
2473,Coco Before Chanel,"$50,812,934","$6,113,834",12.03%,"$44,699,100",87.97,2009
2474,The Skulls,"$50,802,120","$35,046,120",68.99%,"$15,756,000",31.01,2000
2475,The Mighty Ducks,"$50,753,220","$50,752,337",100.0%,$883,0.0,1992
2477,What a Girl Wants,"$50,732,139","$36,105,433",71.17%,"$14,626,706",28.83,2003
2479,The Crow,"$50,710,791","$50,693,129",99.97%,"$17,662",0.03,1994
2480,Bride of Chucky,"$50,688,658","$32,400,658",63.92%,"$18,288,000",36.08,1998
2481,Sea Monsters: A Prehistoric Adventure,"$50,652,463","$23,746,066",46.88%,"$26,906,397",53.12,2007
